brand_id,barcode,brandCode,category,categoryCode,cpg_id,name,topBrand
5dc03596a60b873d6b0666cd,511111506249    ,FROSTED CHEERIOS,Breakfast & Cereal,0,53e10d6368abd3c7065097cc,Frosted Cheeriosâ„¢,UNKNOWN
5f494c5f04db711dd8fe87e6,511111916161    ,TEST BRANDCODE @1598639199674,Baking,BAKING,5f494c5d04db711dd8fe87e2,test brand @1598639199674,UNKNOWN
5332f772e4b03c9a25efd125,511111103653    ,0,0,0,5332f5f3e4b03c9a25efd0ae,Gold Medal,UNKNOWN
59dfaad1e4b0a56a2fa69abc,511111100621    ,GODIVA DRY PACKAGED DESSERTS,Baking,0,559c2234e4b06aca36af13c6,GODIVA Instant Pudding Mix,FALSE
5daf33e71dda2c3e1416ae93,511111305910    ,LARABAR,Snacks,0,5332f5f3e4b03c9a25efd0ae,LÃ„RABARâ„¢,UNKNOWN
5f35a0babe37ce6853cff1ff,511111115366    ,TEST BRANDCODE @1597350074333,Baking,BAKING,5f35a0babe37ce6853cff1fd,test brand @1597350074333,UNKNOWN
5fd29590be37ce38bbbefb28,511111718079    ,TEST BRANDCODE @1607636368717,Baking,BAKING,5fd29590be37ce38bbbefb25,test brand @1607636368717,FALSE
5fd3acb6be37ce0d9386bb40,511111818182    ,TEST BRANDCODE @1607707830095,Baking,BAKING,5fd3acb5be37ce0d9386bb3e,test brand @1607707830095,FALSE
5bd200a6965c7d66d92731ea,511111504627    ,COTTONELLE,Household,0,550b2565e4b001d5e9e4146f,Cottonelle,FALSE
585a9675e4b03e62d1ce0e7f,511111301691    ,IZZE,Beverages,0,5332f5fbe4b03c9a25efd0ba,Izze,FALSE
5887a17ee4b02187f85cdad3,511111101178    ,MIO,Beverages,0,559c2234e4b06aca36af13c6,Mio,FALSE
5332f765e4b03c9a25efd11f,511111503699    ,0,0,0,5332f5ebe4b03c9a25efd0a8,Glaceau vitaminwater,UNKNOWN
5d66d94d6d5f3b6188d4f04b,511111505365    ,5.11112E+11,Magazines,0,5d5d4fd16d5f3b23d1bc7905,Magnolia Journal Magazine,UNKNOWN
5d66d2fd6d5f3b6188d4f045,511111405252    ,QUILTING SPECIAL EDITION,Magazines,0,5d5d4fd16d5f3b23d1bc7905,American Patchwork & Quilting Magazine,UNKNOWN
5332f5f3e4b03c9a25efd0ad,511111104025    ,0,0,0,5332f5f3e4b03c9a25efd0ae,Gree Giant,UNKNOWN
5fa1c567be37ce402c4618f1,511111317203    ,TEST BRANDCODE @1604437351617,Baking,BAKING,5fa1c567be37ce402c4618ef,test brand @1604437351617,FALSE
5a5d1e76e4b0db471c2d0425,511111900337    ,HERMAN,Beer Wine Spirits,0,5332f709e4b03c9a25efd0f1,Herman Joseph's,UNKNOWN
55b630d9e4b0d8e685c1421f,511111302629    ,0,0,0,55b62995e4b0d8e685c14213,Sundrop,UNKNOWN
5d602d9d6d5f3b23d1bc7907,511111704935    ,KEVITA,Beverages,0,5332f5fbe4b03c9a25efd0ba,Kevita Sparkling Drinks,UNKNOWN
57ebbf75e4b0ac389136a32f,511111902188    ,DELIMEX,Frozen,0,559c2234e4b06aca36af13c6,Delimex,FALSE
5d2f68d96d5f3b107e208da4,511111004844    ,THE RIGHT TO SHOWER,Personal Care,0,5332f5f6e4b03c9a25efd0b4,THE RIGHT TO SHOWER,UNKNOWN
592486bde410d61fcea3d124,511111100904    ,CARESS,Personal Care,0,5332f5f6e4b03c9a25efd0b4,CARESS,FALSE
5f16f536be37ce2b30061e27,511111115083    ,TEST BRANDCODE @1595340086044,Baking,BAKING,5f16f535be37ce2b30061e24,test brand @1595340086044,UNKNOWN
5332f6ede4b03c9a25efd0e5,511111603870    ,0,0,0,5332f6ede4b03c9a25efd0e6,Blue Bunny,UNKNOWN
5332fa05e4b03c9a25efd1d6,511111103141    ,0,0,0,5332f5f2e4b03c9a25efd0aa,Krave,UNKNOWN
5f3d6f44be37ce4ddbb1bb3e,511111315513    ,TEST BRANDCODE @1597861700968,Baking,BAKING,5f3d6f44be37ce4ddbb1bb3a,test brand @1597861700968,UNKNOWN
5c76d3cd95144c5375687b4f,511111106876    ,TEST BRAND CODE,Grocery,0,5c76d20595144c5375687b4e,DASH-2249 Brand1,TRUE
5f3ff223be37ce1c81aa1e11,511111115649    ,TEST BRANDCODE @1598026275245,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1598026275245,UNKNOWN
5a8c36dbe4b0ccf165fac9e9,511111204206    ,SWANSON,Canned Goods & Soups,0,5a734034e4b0d58f376be874,Swanson,FALSE
55b630e1e4b0d8e685c14220,511111102618    ,0,0,0,55b62995e4b0d8e685c14213,A&W Rootbeer,UNKNOWN
5f3ff222be37ce1c81aa1e0f,511111415626    ,TEST BRANDCODE @1598026274668,Baking,BAKING,5f3ff222be37ce1c81aa1e0c,test brand @1598026274668,UNKNOWN
5c76db7295144c5375687b50,511111306887    ,DASH-2249 1,Frozen,0,5c76d20595144c5375687b4e,DASH-2249 Brand2,FALSE
5da609991dda2c3e1416ae90,511111805854    ,5.11112E+11,Health & Wellness,0,53e10d6368abd3c7065097cc,ONE A DAYÂ® WOMENS,FALSE
5afda575e4b0c11cfecd49f9,511111104537    ,KETTLE BRAND,Snacks,0,5a734034e4b0d58f376be874,Kettle Brand,FALSE
5ab154dde4b0915382df761f,511111404392    ,CAMPBELLS SOUP AT HAND ,Canned Goods & Soups,0,5a734034e4b0d58f376be874,Campbell's Soup at Hand,FALSE
5f3e9195be37ce5a0e01b960,511111615583    ,0,Baking,BAKING,5f3e9195be37ce5a0e01b95f,test brand @1597936021514,UNKNOWN
5fb82faebe37ce522e165ce9,511111117841    ,RAINBO,Grocery,GROCERY,5fb6b608be37ce522e165cb9,Rainbo,FALSE
57e58157e4b0ac389136a30a,511111602279    ,CRISPIN,Beer Wine Spirits,0,5332f709e4b03c9a25efd0f1,Crispin Cider Company,FALSE
5fd3acb6be37ce0d9386bb41,511111318194    ,TEST BRANDCODE @1607707830137,Baking,BAKING,5fd3acb5be37ce0d9386bb3e,test brand @1607707830137,FALSE
5e90a545ee7f2d70340f40d7,511111114413    ,CLARITINÂ®,Health & Wellness,HEALTHY_AND_WELLNESS,5d9b4f591dda2c6225a284aa,ClaritinÂ®,FALSE
5daf5e94a60b87376833e362,511111706045    ,COOKIE CRISP,Breakfast & Cereal,0,5332f5f3e4b03c9a25efd0ae,Cookie Crispâ„¢,UNKNOWN
5fb2852cbe37ce522e165caf,511111717317    ,TEST BRANDCODE @1605535020442,Baking,BAKING,5fb2852cbe37ce522e165cae,test brand @1605535020441,FALSE
5332f743e4b03c9a25efd109,511111903789    ,0,Snacks,0,5332f5f2e4b03c9a25efd0aa,Keebler,UNKNOWN
5fa98944be37ce239d107100,511111417262    ,TEST BRANDCODE @1604946244750,Baking,BAKING,5fa98944be37ce239d1070ff,test brand @1604946244750,FALSE
5afda65de4b0c11cfecd49fb,511111004561    ,SNYDERS OF HANOVER,Snacks,0,5a734034e4b0d58f376be874,SNYDERS OF HANOVER,FALSE
5332fa7ee4b03c9a25efd230,511111702894    ,0,0,0,5332f5ebe4b03c9a25efd0a8,Powerade,UNKNOWN
57ebbfafe4b0ac389136a332,511111002154    ,GOOD SEASONS,Condiments & Sauces,0,559c2234e4b06aca36af13c6,Good Seasons,FALSE
5f493682be37ce52f8314fce,511111115922    ,TEST BRANDCODE @1598633602279,Baking,BAKING,5f493682be37ce52f8314fcb,test brand @1598633602279,UNKNOWN
57ace91ae4b057c992a316ac,511111602552    ,0,0,0,57ace90fe4b057c992a316ab,Pizza Pizza Pizza,UNKNOWN
5a5d2431e4b06ba572cf24a1,511111200246    ,REVOLVER,Beer Wine Spirits,0,5332f709e4b03c9a25efd0f1,Revolver,UNKNOWN
57e5810ce4b0ac389136a307,511111802280    ,KEYSTONE LIGHT,Beer Wine Spirits,0,5332f709e4b03c9a25efd0f1,Keystone Light,FALSE
5332f5f2e4b03c9a25efd0ab,511111604037    ,0,0,0,5332f5f3e4b03c9a25efd0ac,Our Family,UNKNOWN
5db9f9cca60b87376833e36b,511111806226    ,BETTY CROCKER FRUIT ROLL UPS,Snacks,0,5332f5f3e4b03c9a25efd0ae,Fruit Roll-Upsâ„¢,UNKNOWN
5fd2a0c0be37ce49eb72c0f4,511111118169    ,TEST BRANDCODE @1607639232356,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1607639232356,FALSE
5aa1b41de4b086c8aad5e096,511111304265    ,MOMOFUKU,Condiments & Sauces,0,559c2234e4b06aca36af13c6,MOMOFUKU Sauce,FALSE
592486bee410d61fcea3d136,511111500735    ,POPSICLE,Frozen,0,5332f5f6e4b03c9a25efd0b4,POPSICLE,FALSE
5332f603e4b03c9a25efd0be,511111103936    ,MUG Root Beer,Beverages,0,5332f5fbe4b03c9a25efd0ba,Mug Root Beer,FALSE
5afda699e4b0c11cfecd49fd,511111704584    ,TOMS,Snacks,0,5a734034e4b0d58f376be874,Tom's,FALSE
5fc54c0bbe37ce1911dbb3b5,511111017899    ,TEST BRANDCODE @1606765579244,Baking,BAKING,5fc54c0abe37ce1911dbb3b1,test brand @1606765579244,FALSE
5f358338be37ce443bf9d55b,511111715320    ,TEST BRANDCODE @1597342520305,Baking,BAKING,5f358338be37ce443bf9d557,test brand @1597342520305,UNKNOWN
592486bfe410d61fcea3d137,511111000723    ,PROMISE,Dairy,0,53e10d6368abd3c7065097cc,PROMISE,UNKNOWN
5a4d2295e4b0d5c3fd86b679,511111200529    ,OFF THE EATEN PATH,Snacks,0,5332f5fbe4b03c9a25efd0ba,OFF THE EATEN PATH,UNKNOWN
5f628216be37ce78e6e2efaf,511111116684    ,TEST BRANDCODE @1600291350125,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1600291350125,UNKNOWN
5332f9fce4b03c9a25efd1cd,511111003199    ,0,0,0,5332f5f2e4b03c9a25efd0aa,Honey Smacks,UNKNOWN
5f9770bfbe37ce03d08a2d85,511111117070    ,TEST BRANDCODE @1603760319758,Baking,BAKING,5f9770bfbe37ce03d08a2d83,test brand @1603760319758,UNKNOWN
57ebc293e4b0ac389136a345,511111301974    ,NANCY'S,Frozen,0,559c2234e4b06aca36af13c6,Nancy's,FALSE
5f513e9ebe37ce21f1287c00,511111816492    ,0,Baking,BAKING,5f513e9ebe37ce21f1287bff,test brand @1599159966676,UNKNOWN
5332f7b8e4b03c9a25efd145,511111903413    ,0,0,0,5332f7a7e4b03c9a25efd134,Stella Artois,UNKNOWN
5ab153fee4b0915382df761e,511111704379    ,CAMPBELLS CHUNKY MAXX,Canned Goods & Soups,0,5a734034e4b0d58f376be874,Campbell's Chunky Maxx,FALSE
5aa1b5b9e4b05a92fc9b1631,511111004288    ,FOOD NETWORK KITCHEN INSPIRATIONS,Condiments & Sauces,0,559c2234e4b06aca36af13c6,FOOD NETWORK KITCHEN INSPIRATIONS,FALSE
5f3e9172be37ce5a0e01b954,511111215547    ,TEST BRANDCODE @1597935986390,Baking,BAKING,5f3e9172be37ce5a0e01b952,test brand @1597935986390,UNKNOWN
5f4936ddbe37ce52f8314fdc,511111015970    ,TEST BRANDCODE @1598633693744,Baking,BAKING,5f4936ddbe37ce52f8314fda,test brand @1598633693744,UNKNOWN
57c0829ce4b0718ff5fcb03a,511111002437    ,0,0,0,5332f7a7e4b03c9a25efd134,Victoria,UNKNOWN
5a4d244ae4b0bcb2c74ea77f,511111500506    ,SABRITAS,Snacks,0,5332f5fbe4b03c9a25efd0ba,SABRITAS,UNKNOWN
57ebbfa1e4b0ac389136a330,511111702177    ,GEVALIA KAFFE,Beverages,0,559c2234e4b06aca36af13c6,Gevalia,FALSE
5f43faabbe37ce3ef3fd3715,511111115717    ,TEST BRANDCODE @1598290603501,Baking,BAKING,5f43faabbe37ce3ef3fd3714,test brand @1598290603501,UNKNOWN
59d550f4e4b090070b009534,511111600633    ,O THAT'S GOOD,Dairy,0,559c2234e4b06aca36af13c6,"O, That's Good!",FALSE
585a9645e4b03e62d1ce0e79,511111801757    ,CHESTER'S,Snacks,0,5332f5fbe4b03c9a25efd0ba,Chester's,TRUE
585a968ee4b03e62d1ce0e82,511111101666    ,MISS VICKIE'S,Snacks,0,5332f5fbe4b03c9a25efd0ba,Miss Vickies,UNKNOWN
5d2f6b82a3a01810a2174aed,511111704867    ,SIR KENSINGTON'S,Condiments & Sauces,0,5332f5f6e4b03c9a25efd0b4,SIR KENSINGTON'S,UNKNOWN
5fa98944be37ce239d1070fe,511111217251    ,0,Baking,BAKING,5fa98944be37ce239d1070fd,test brand @1604946244133,FALSE
5332f9f2e4b03c9a25efd1c8,511111803232    ,0,0,0,5332f5f2e4b03c9a25efd0aa,Crispix,UNKNOWN
55a41b55e4b0d0a65b3692ef,511111502708    ,0,0,0,55a41b4be4b0d0a65b3692ee,NessAlla,UNKNOWN
5887a372e4b02187f85cdad9,511111001119    ,DORITOS,Snacks,0,5332f5fbe4b03c9a25efd0ba,Doritos,TRUE
57ed0697e4b072ac2294b8f2,511111101895    ,A.1.,Condiments & Sauces,0,559c2234e4b06aca36af13c6,A.1.,TRUE
55b630c2e4b0d8e685c1421d,511111002642    ,0,0,0,55b62995e4b0d8e685c14213,RC Cola,UNKNOWN
5332f605e4b03c9a25efd0c0,511111403913    ,0,0,0,5332f5fbe4b03c9a25efd0ba,Amp,UNKNOWN
5f43faabbe37ce3ef3fd3716,511111315728    ,TEST BRANDCODE @1598290603587,Baking,BAKING,5f43faabbe37ce3ef3fd3714,test brand @1598290603587,UNKNOWN
5d66de49a3a018093ab3472a,511111505433    ,LOOZA JUICES,Beverages,0,5332f5fbe4b03c9a25efd0ba,Looza Fruit Juices,UNKNOWN
5da605dc1dda2c3e1416ae83,511111005582    ,ALEVE,Health & Wellness,0,5d9b4f591dda2c6225a284aa,AleveÂ®,UNKNOWN
5e3876bfee7f2d697e835bd3,511111613961    ,SOFT-SHEEN CARSON - HAIR COLOR,Beauty,0,5e28b81cee7f2d697e835bcd,Soft-Sheen Carson - Hair Color,UNKNOWN
5fa98945be37ce239d107104,511111217305    ,TEST BRANDCODE @1604946245499,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1604946245498,FALSE
57ebc11fe4b0ac389136a33a,511111802075    ,,Baking,0,559c2234e4b06aca36af13c6,Kraft Caramels,FALSE
5f494c5f04db711dd8fe87e5,511111716150    ,TEST BRANDCODE @1598639199117,Baking,BAKING,5f494c5d04db711dd8fe87e2,test brand @1598639199117,UNKNOWN
5bd201a990fa074576779a19,511111104698    ,PULL UPS,Baby,0,550b2565e4b001d5e9e4146f,Pull-Ups,FALSE
5fb2852cbe37ce522e165cb1,511111417330    ,TEST BRANDCODE @1605535020629,Baking,BAKING,5fb2852cbe37ce522e165cae,test brand @1605535020629,FALSE
5332f60ce4b03c9a25efd0c3,511111303893    ,BRISK,Beverages,0,5332f5fbe4b03c9a25efd0ba,Brisk Iced Tea,FALSE
5a7e0604e4b0aedb3b84afd3,511111504139    ,CHRISXYZ,Beverages,0,55b62995e4b0d8e685c14213,Chris Brand XYZ,UNKNOWN
5332f9f2e4b03c9a25efd1c7,511111003243    ,0,0,0,5332f5f2e4b03c9a25efd0aa,All-Bran,UNKNOWN
57ebbd44e4b0ac389136a32d,511111002208    ,BULL'S-EYE,Condiments & Sauces,0,559c2234e4b06aca36af13c6,Bull's Eye,FALSE
592486bee410d61fcea3d12f,511111600794    ,KLONDIKE,Frozen,0,5332f5f6e4b03c9a25efd0b4,KLONDIKE,FALSE
592486bee410d61fcea3d12a,511111600848    ,FRUTTARE,Frozen,0,53e10d6368abd3c7065097cc,FRUTTARE,UNKNOWN
5da60576a60b87376833e349,511111305569    ,5.11111E+11,Health & Wellness,0,53e10d6368abd3c7065097cc,AFRINÂ® NO DRIP PUMP MISTS,UNKNOWN
5332f5f5e4b03c9a25efd0b0,511111404002    ,0,0,0,5332f5f3e4b03c9a25efd0ae,Betty Crocker,UNKNOWN
580dff9fe4b0f32b2de21382,511111701859    ,KNOX,Baking,0,559c2234e4b06aca36af13c6,Knox Gelatin,FALSE
5da608131dda2c3e1416ae8a,511111505716    ,5.11112E+11,Health & Wellness,0,53e10d6368abd3c7065097cc,ClaritinÂ® ADULTS,UNKNOWN
588b9f8fe4b02187f85cdada,511111501107    ,PLANTERS,Snacks,0,559c2234e4b06aca36af13c6,Planters,FALSE
592486bde410d61fcea3d127,511111800873    ,DEGREE,Personal Care,PERSONAL_CARE,5332f5f6e4b03c9a25efd0b4,DEGREE,FALSE
5a4d23dae4b0bcb2c74ea77e,511111000518    ,CALEB'S KOLA,Beverages,0,5332f5fbe4b03c9a25efd0ba,Caleb's Kola,FALSE
5d66dc946d5f3b6188d4f04e,511111305408    ,LEMON LEMON,Beverages,0,5332f5fbe4b03c9a25efd0ba,Lemon Lemon Sparkling Drinks,UNKNOWN
592486bfe410d61fcea3d140,511111300656    ,VASELINE,Personal Care,PERSONAL_CARE,5332f5f6e4b03c9a25efd0b4,VASELINE,FALSE
5d658ff3a3a018514994f432,511111005216    ,5.11111E+11,Magazines,0,53e10d6368abd3c7065097cc,Cooking Light Magazine,UNKNOWN
5fcda494be37ce688e08b0cc,511111817932    ,TEST BRANDCODE @1607312532178,Baking,BAKING,5fcda494be37ce688e08b0cb,test brand @1607312532178,FALSE
5ef4f667be37ce2efae842ea,511111715047    ,PINESOL,Cleaning & Home Improvement,CLEANING_AND_HOME_IMPROVEMENT,5eebc5412455c97a877ef382,Pinesol,UNKNOWN
55b6308ee4b0d8e685c1421a,511111202677    ,0,0,0,55b62995e4b0d8e685c14213,Snapple,UNKNOWN
5332f760e4b03c9a25efd11b,511111603719    ,0,0,0,5332f5ebe4b03c9a25efd0a8,Honest Ade,UNKNOWN
5f16f536be37ce2b30061e29,511111215103    ,TEST BRANDCODE @1595340086791,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1595340086791,UNKNOWN
5d642dbfa3a018514994f42e,511111005148    ,5.11111E+11,Magazines,0,5d5d4fd16d5f3b23d1bc7905,Shape,UNKNOWN
5e3875d2ee7f2d697e835bce,511111013914    ,ESSIE,Beauty,0,5e28b81cee7f2d697e835bcd,Essie,UNKNOWN
5332f9f3e4b03c9a25efd1c9,511111303220    ,0,0,0,5332f5f2e4b03c9a25efd0aa,Pop-tarts,UNKNOWN
5c45f91b87ff3552f950f027,511111204923    ,987654321,Grocery,0,5c45f8b087ff3552f950f026,Brand1,TRUE
58861c7d4e8d0d20bc42c4d6,511111601449    ,,Snacks,0,559c2234e4b06aca36af13c6,Jell-O Refrigerated Pudding & Gelatin,FALSE
55b630fde4b0d8e685c14223,511111502586    ,0,0,0,55b62995e4b0d8e685c14213,Diet Dr. Pepper,UNKNOWN
5ab158e8e4b0915382df7622,511111404446    ,CAMPBELLS WELL YES,Canned Goods & Soups,0,5a734034e4b0d58f376be874,Campbell's Well Yes!,FALSE
5fcda494be37ce688e08b0cf,511111717966    ,TEST BRANDCODE @1607312532304,Baking,BAKING,5fcda494be37ce688e08b0cb,test brand @1607312532304,FALSE
5f3ff222be37ce1c81aa1e0e,511111215615    ,TEST BRANDCODE @1598026274643,Baking,BAKING,5f3ff222be37ce1c81aa1e0c,test brand @1598026274643,UNKNOWN
5f772952be37ce6b592e90d2,511111816775    ,TEST BRANDCODE @1601644881995,Baking,BAKING,5f772951be37ce6b592e90d1,test brand @1601644881995,UNKNOWN
5fa1c568be37ce402c4618f6,511111717249    ,0,Baking,BAKING,5fa1c568be37ce402c4618f5,test brand @1604437352935,FALSE
5fb82236be37ce522e165cdf,511111217749    ,BEEF STEAK,0,0,5fb6b608be37ce522e165cb9,Beef Steak,FALSE
5a02188be4b00d6a5ccb394d,511111300588    ,POND'S,Beauty,0,5332f5f6e4b03c9a25efd0b4,POND'S,FALSE
5e387617ee7f2d697e835bd0,511111713937    ,Lâ€™OREAL PARIS - COSMETICS,Beauty,0,5e28b81cee7f2d697e835bcd,Lâ€™Oreal Paris - Cosmetics,UNKNOWN
57ebc2ace4b0ac389136a346,511111801962    ,,Deli,0,559c2234e4b06aca36af13c6,P3,FALSE
5da6094ca60b87376833e357,511111605829    ,5.11112E+11,Health & Wellness,0,53e10d6368abd3c7065097cc,ONE A DAYÂ® MENS,UNKNOWN
5f16f536be37ce2b30061e28,511111615095    ,TEST BRANDCODE @1595340086078,Baking,BAKING,5f16f535be37ce2b30061e24,test brand @1595340086078,UNKNOWN
5f872b84be37ce66db5dd97a,511111917045    ,TEST BRANDCODE @1602694020787,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1602694020787,UNKNOWN
585a9726e4b03e62d1ce0e95,511111501497    ,0,Beverages,0,53e10d6368abd3c7065097cc,Tazo,UNKNOWN
5f7ba645be37ce23081c528d,511111516910    ,TEST BRANDCODE @1601939013649,Baking,BAKING,5f7ba644be37ce23081c5289,test brand @1601939013649,UNKNOWN
5332f7d3e4b03c9a25efd14e,511111803393    ,0,Snacks,0,5332f5f2e4b03c9a25efd0aa,Cheez-It,UNKNOWN
5f504acabe37ce0b793c9418,511111316480    ,0,Baking,BAKING,5f504acabe37ce0b793c9417,test brand @1599097546963,UNKNOWN
5afda3a8e4b03bf01c2a2967,511111604525    ,SNACK FACTORY,Snacks,0,5a734034e4b0d58f376be874,Snack Factory,FALSE
57c08294e4b0718ff5fcb039,511111202448    ,0,0,0,5332f7a7e4b03c9a25efd134,Jupiler,UNKNOWN
5332f77ce4b03c9a25efd12a,511111703617    ,0,0,0,5332f5f3e4b03c9a25efd0ae,Gardetto's,UNKNOWN
5332f9ede4b03c9a25efd1c2,511111403289    ,0,0,0,5332f7ffe4b03c9a25efd16b,Danimals,UNKNOWN
58861c7e4e8d0d20bc42c4e2,511111201403    ,MILLER64,Beer Wine Spirits,0,5332f709e4b03c9a25efd0f1,Miller 64,FALSE
592486bee410d61fcea3d12d,511111700814    ,I CAN'T BELIEVE IT'S NOT BUTTER!,Dairy,0,53e10d6368abd3c7065097cc,I CAN'T BELIEVE IT'S NOT BUTTER!,UNKNOWN
5da608dfa60b87376833e354,511111805786    ,5.11112E+11,Health & Wellness,0,53e10d6368abd3c7065097cc,ONE A DAYÂ® ENERGY ,UNKNOWN
5ffe3a87be37ce7aab2d4fd9,511111419532    ,TEST BRANDCODE @1610496647142,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1610496647142,FALSE
5ffe3a87be37ce7aab2d4fdb,511111619543    ,0,Baking,BAKING,5ffe3a87be37ce7aab2d4fda,test brand @1610496647311,FALSE
